text,id,label,annotator,annotation_id,created_at,updated_at,lead_time
详细安装方法请参考[Ascend Data Center Solution 22.0.RC1安装指引文档](https://support.huawei.com/enterprise/zh/doc/EDOC1100246310)。,7592,"[{""start"": 10, ""end"": 37, ""text"": ""Ascend Data Center Solution"", ""labels"": [""TOO""]}, {""start"": 38, ""end"": 42, ""text"": ""22.0"", ""labels"": [""NUM""]}, {""start"": 54, ""end"": 113, ""text"": ""https://support.huawei.com/enterprise/zh/doc/EDOC1100246310"", ""labels"": [""LIN""]}]",1,5322,2022-09-04T08:04:42.841426Z,2022-09-04T08:04:42.841426Z,26.948
python -m pip install -U pip,7587,"[{""start"": 0, ""end"": 7, ""text"": ""python "", ""labels"": [""COM""]}, {""start"": 25, ""end"": 28, ""text"": ""pip"", ""labels"": [""TOO""]}]",1,5317,2022-09-04T08:04:12.457993Z,2022-09-04T08:04:12.457993Z,12.781
如果您的环境为ARM架构，请确认当前使用的Python配套的pip版本>=19.3。使用以下命令升级pip。,7584,"[{""start"": 30, ""end"": 33, ""text"": ""pip"", ""labels"": [""TOO""]}, {""start"": 37, ""end"": 41, ""text"": ""19.3"", ""labels"": [""NUM""]}, {""start"": 50, ""end"": 53, ""text"": ""pip"", ""labels"": [""TOO""]}, {""start"": 46, ""end"": 48, ""text"": ""命令"", ""labels"": [""NOU""]}]",1,5314,2022-09-04T08:03:57.100182Z,2022-09-04T08:03:57.100182Z,40.369
可以通过以下命令查看Python版本。,7578,"[{""start"": 6, ""end"": 8, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 16, ""end"": 18, ""text"": ""版本"", ""labels"": [""NOU""]}]",1,5308,2022-09-04T08:03:12.864785Z,2022-09-04T08:03:12.864785Z,11.271
conda create -n mindspore_py37 python=3.7.5 -y,7574,"[{""start"": 0, ""end"": 6, ""text"": ""conda "", ""labels"": [""TOO""]}, {""start"": 16, ""end"": 31, ""text"": ""mindspore_py37 "", ""labels"": [""TOO""]}]",1,5304,2022-09-04T08:02:54.433242Z,2022-09-04T08:02:54.433242Z,14.557
创建虚拟环境，以Python 3.7.5为例：,7571,"[{""start"": 8, ""end"": 15, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""3.7.5"", ""labels"": [""NUM""]}]",1,5301,2022-09-04T08:02:38.082958Z,2022-09-04T08:02:38.082958Z,10.186
安装完成后，可以为Conda设置清华源加速下载，参考[此处](https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/)。,7569,"[{""start"": 9, ""end"": 14, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 16, ""end"": 19, ""text"": ""清华源"", ""labels"": [""NOU""]}, {""start"": 31, ""end"": 82, ""text"": ""https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/"", ""labels"": [""LIN""]}]",1,5299,2022-09-04T08:02:26.483081Z,2022-09-04T08:02:26.483081Z,23.864
curl -O https://mirrors.tuna.tsinghua.edu.cn/anaconda/miniconda/Miniconda3-py37_4.10.3-Linux-x86_64.sh,7562,"[{""start"": 0, ""end"": 5, ""text"": ""curl "", ""labels"": [""COM""]}, {""start"": 54, ""end"": 63, ""text"": ""miniconda"", ""labels"": [""TOO""]}]",1,5292,2022-09-04T08:01:56.681559Z,2022-09-04T08:01:56.681559Z,16.353
[Python](https://www.python.org/)可通过Conda进行安装。,7556,"[{""start"": 1, ""end"": 7, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 9, ""end"": 32, ""text"": ""https://www.python.org/"", ""labels"": [""LIN""]}, {""start"": 36, ""end"": 41, ""text"": ""Conda"", ""labels"": [""TOO""]}]",1,5286,2022-09-04T08:01:35.594567Z,2022-09-04T08:01:35.594567Z,19.137
|[CMake](#安装cmake)|3.18.3及以上|编译构建MindSpore的工具|,7550,"[{""start"": 12, ""end"": 17, ""text"": ""cmake"", ""labels"": [""TOO""]}, {""start"": 19, ""end"": 25, ""text"": ""3.18.3"", ""labels"": [""NUM""]}]",1,5280,2022-09-04T08:01:12.281722Z,2022-09-04T08:01:12.281722Z,11.061
|[gmp](#安装gmp)|6.1.2|MindSpore使用的多精度算术库|,7549,"[{""start"": 10, ""end"": 13, ""text"": ""gmp"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""6.1.2"", ""labels"": [""NUM""]}, {""start"": 21, ""end"": 30, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 33, ""end"": 39, ""text"": ""多精度算术库"", ""labels"": [""NOU""]}]",1,5279,2022-09-04T08:01:00.962033Z,2022-09-04T08:01:00.962033Z,25.328
|[GCC](#安装gcc)|7.3.0|用于编译MindSpore的C++编译器|,7548,"[{""start"": 10, ""end"": 13, ""text"": ""gcc"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""7.3.0"", ""labels"": [""NUM""]}, {""start"": 25, ""end"": 34, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 35, ""end"": 38, ""text"": ""C++"", ""labels"": [""TOO""]}]",1,5278,2022-09-04T08:00:35.371243Z,2022-09-04T08:00:35.371243Z,23.708
|[昇腾AI处理器配套软件包](#安装昇腾ai处理器配套软件包)|-|MindSpore使用的Ascend平台AI计算库|,7547,"[{""start"": 2, ""end"": 14, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 35, ""end"": 44, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 47, ""end"": 53, ""text"": ""Ascend"", ""labels"": [""TOO""]}]",1,5277,2022-09-04T08:00:11.402652Z,2022-09-04T08:00:11.402652Z,30.169
|[Python](#安装python)|3.7-3.9|MindSpore的使用依赖Python环境|,7546,"[{""start"": 13, ""end"": 19, ""text"": ""python"", ""labels"": [""TOO""]}, {""start"": 21, ""end"": 24, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 25, ""end"": 28, ""text"": ""3.9"", ""labels"": [""NUM""]}, {""start"": 29, ""end"": 38, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 43, ""end"": 49, ""text"": ""Python"", ""labels"": [""TOO""]}]",1,5276,2022-09-04T07:59:40.971809Z,2022-09-04T07:59:40.971809Z,29.278
|Ubuntu 18.04/CentOS 7.6/EulerOS 2.8|-|编译和运行MindSpore的操作系统|,7545,"[{""start"": 1, ""end"": 13, ""text"": ""Ubuntu 18.04"", ""labels"": [""SYS""]}, {""start"": 14, ""end"": 24, ""text"": ""CentOS 7.6"", ""labels"": [""SYS""]}, {""start"": 25, ""end"": 36, ""text"": ""EulerOS 2.8"", ""labels"": [""SYS""]}, {""start"": 44, ""end"": 53, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5275,2022-09-04T07:59:11.428213Z,2022-09-04T07:59:11.428213Z,26.308
conda activate mindspore_py37,7532,"[{""start"": 0, ""end"": 5, ""text"": ""conda"", ""labels"": [""COM""]}, {""start"": 15, ""end"": 24, ""text"": ""mindspore"", ""labels"": [""TOO""]}]",1,5262,2022-09-04T07:58:35.875023Z,2022-09-04T07:58:35.875023Z,17.191
以Python 3.7为例，执行以下命令激活虚拟环境。,7529,"[{""start"": 1, ""end"": 8, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 8, ""end"": 11, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 18, ""end"": 20, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 22, ""end"": 26, ""text"": ""虚拟环境"", ""labels"": [""NOU""]}]",1,5259,2022-09-04T07:58:15.988054Z,2022-09-04T07:58:15.988054Z,1837.768
自动安装脚本会为MindSpore创建名为`mindspore_pyXX`的虚拟环境。其中`XX`为Python版本，如Python 3.7则虚拟环境名为`mindspore_py37`。执行以下命令查看所有虚拟环境。,7523,"[{""start"": 4, ""end"": 6, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 8, ""end"": 17, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 38, ""end"": 42, ""text"": ""虚拟环境"", ""labels"": [""NOU""]}, {""start"": 60, ""end"": 67, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 67, ""end"": 70, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 98, ""end"": 100, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 104, ""end"": 108, ""text"": ""虚拟环境"", ""labels"": [""NOU""]}]",1,5253,2022-09-04T07:27:30.802338Z,2022-09-04T07:27:30.803338Z,49.094
在脚本执行完成后，需要重新打开终端窗口以使环境变量生效。,7521,"[{""start"": 15, ""end"": 19, ""text"": ""终端窗口"", ""labels"": [""NOU""]}, {""start"": 21, ""end"": 25, ""text"": ""环境变量"", ""labels"": [""NOU""]}]",1,5251,2022-09-04T07:26:40.213602Z,2022-09-04T07:26:40.213602Z,12.672
- 通过pip安装MindSpore Ascend 310版本。,7519,"[{""start"": 4, ""end"": 7, ""text"": ""pip"", ""labels"": [""TOO""]}, {""start"": 9, ""end"": 25, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 26, ""end"": 29, ""text"": ""310"", ""labels"": [""NUM""]}]",1,5249,2022-09-04T07:26:26.057441Z,2022-09-04T07:26:26.057441Z,21.422
- 通过APT安装Python3和pip3，并设为默认。,7518,"[{""start"": 4, ""end"": 7, ""text"": ""APT"", ""labels"": [""MET""]}, {""start"": 9, ""end"": 16, ""text"": ""Python3"", ""labels"": [""TOO""]}, {""start"": 17, ""end"": 21, ""text"": ""pip3"", ""labels"": [""TOO""]}]",1,5248,2022-09-04T07:26:04.371778Z,2022-09-04T07:26:04.371778Z,19.182
- 安装MindSpore所需的依赖，如GCC，gmp。,7517,"[{""start"": 4, ""end"": 13, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 20, ""end"": 23, ""text"": ""GCC"", ""labels"": [""TOO""]}, {""start"": 24, ""end"": 27, ""text"": ""gmp"", ""labels"": [""TOO""]}]",1,5247,2022-09-04T07:25:44.923087Z,2022-09-04T07:25:44.923087Z,16.296
# 如需指定Python和MindSpore版本，以Python 3.9和MindSpore 1.6.0为例,7510,"[{""start"": 26, ""end"": 33, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 37, ""end"": 47, ""text"": ""MindSpore "", ""labels"": [""TOO""]}, {""start"": 33, ""end"": 36, ""text"": ""3.9"", ""labels"": [""NUM""]}, {""start"": 47, ""end"": 52, ""text"": ""1.6.0"", ""labels"": [""NUM""]}]",1,5240,2022-09-04T07:25:23.076737Z,2022-09-04T07:25:23.076737Z,20.852
# 安装MindSpore 1.7.0和Python 3.7,7507,"[{""start"": 4, ""end"": 14, ""text"": ""MindSpore "", ""labels"": [""TOO""]}, {""start"": 20, ""end"": 27, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 14, ""end"": 19, ""text"": ""1.7.0"", ""labels"": [""NUM""]}, {""start"": 27, ""end"": 30, ""text"": ""3.7"", ""labels"": [""NUM""]}]",1,5237,2022-09-04T07:24:59.243927Z,2022-09-04T07:24:59.243927Z,17.828
wget https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend310-pip.sh,7506,"[{""start"": 0, ""end"": 5, ""text"": ""wget "", ""labels"": [""COM""]}, {""start"": 23, ""end"": 32, ""text"": ""mindspore"", ""labels"": [""TOO""]}, {""start"": 33, ""end"": 42, ""text"": ""mindspore"", ""labels"": [""TOO""]}]",1,5236,2022-09-04T07:24:41.153886Z,2022-09-04T07:24:41.153886Z,20.589
使用以下命令获取自动安装脚本并执行。自动安装脚本仅支持安装MindSpore>=1.6.0。,7503,"[{""start"": 4, ""end"": 6, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 12, ""end"": 14, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 22, ""end"": 24, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 29, ""end"": 38, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 40, ""end"": 45, ""text"": ""1.6.0"", ""labels"": [""NUM""]}]",1,5233,2022-09-04T07:24:18.475145Z,2022-09-04T07:24:18.475145Z,29.181
在使用自动安装脚本之前，需要确保系统正确安装了昇腾AI处理器配套软件包。如果没有安装，请先参考[安装昇腾AI处理器配套软件包](#安装昇腾ai处理器配套软件包)小节进行安装。,7501,"[{""start"": 7, ""end"": 9, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 23, ""end"": 35, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}]",1,5231,2022-09-04T07:23:47.818456Z,2022-09-04T07:23:47.818456Z,15.37
- 如果您的系统是Ubuntu 18.04/CentOS 7.6，或者已经安装了部分依赖，如Python，GCC等，则推荐参照[手动安装](#手动安装)小节的安装步骤手动安装。,7497,"[{""start"": 9, ""end"": 21, ""text"": ""Ubuntu 18.04"", ""labels"": [""SYS""]}, {""start"": 22, ""end"": 32, ""text"": ""CentOS 7.6"", ""labels"": [""SYS""]}, {""start"": 46, ""end"": 52, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 53, ""end"": 56, ""text"": ""GCC"", ""labels"": [""TOO""]}]",1,5227,2022-09-04T07:23:29.366083Z,2022-09-04T07:23:29.366083Z,40.047
- 如果您想在一个已经配置好昇腾AI处理器配套软件包的EulerOS 2.8上通过pip安装MindSpore，可以使用[自动安装脚本](https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend310-pip.sh)进行一键式安装，参见[自动安装](#自动安装)小节。自动安装脚本会安装MindSpore及其所需的依赖。,7495,"[{""start"": 27, ""end"": 38, ""text"": ""EulerOS 2.8"", ""labels"": [""SYS""]}, {""start"": 14, ""end"": 26, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 41, ""end"": 44, ""text"": ""pip"", ""labels"": [""TOO""]}, {""start"": 46, ""end"": 55, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 65, ""end"": 67, ""text"": ""脚本"", ""labels"": [""NOU""]}, {""start"": 69, ""end"": 156, ""text"": ""https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/euleros-ascend310-pip.sh"", ""labels"": [""LIN""]}, {""start"": 187, ""end"": 189, ""text"": ""脚本"", ""labels"": [""TOO""]}, {""start"": 192, ""end"": 201, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5225,2022-09-04T07:22:47.902278Z,2022-09-04T07:22:47.902278Z,90.162
本文档介绍如何在Ascend 310环境的Linux系统上，使用pip方式快速安装MindSpore，Ascend 310版本仅支持推理。,7493,"[{""start"": 21, ""end"": 26, ""text"": ""Linux"", ""labels"": [""SYS""]}, {""start"": 8, ""end"": 14, ""text"": ""Ascend"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 18, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 32, ""end"": 37, ""text"": ""pip方式"", ""labels"": [""MET""]}, {""start"": 41, ""end"": 50, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 51, ""end"": 58, ""text"": ""Ascend "", ""labels"": [""TOO""]}, {""start"": 58, ""end"": 61, ""text"": ""310"", ""labels"": [""NUM""]}]",1,5223,2022-09-04T07:21:16.255982Z,2022-09-04T07:21:16.255982Z,51.433
- [pip方式安装MindSpore Ascend 310版本](#pip方式安装mindspore-ascend-310版本),7477,"[{""start"": 3, ""end"": 8, ""text"": ""pip方式"", ""labels"": [""MET""]}, {""start"": 10, ""end"": 26, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 27, ""end"": 30, ""text"": ""310"", ""labels"": [""NUM""]}, {""start"": 35, ""end"": 40, ""text"": ""pip方式"", ""labels"": [""MET""]}, {""start"": 42, ""end"": 58, ""text"": ""mindspore-ascend"", ""labels"": [""TOO""]}, {""start"": 59, ""end"": 62, ""text"": ""310"", ""labels"": [""NUM""]}]",1,5207,2022-09-04T07:20:11.750004Z,2022-09-04T07:20:11.750004Z,45.96
# pip方式安装MindSpore Ascend 310版本,7473,"[{""start"": 2, ""end"": 7, ""text"": ""pip方式"", ""labels"": [""MET""]}, {""start"": 9, ""end"": 25, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 26, ""end"": 29, ""text"": ""310"", ""labels"": [""NUM""]}]",1,5203,2022-09-04T07:19:22.156764Z,2022-09-04T07:19:22.156764Z,18.979
pip install /usr/local/Ascend/ascend-toolkit/latest/fwkacllib/lib64/hccl-*-py3-none-any.whl,7471,"[{""start"": 0, ""end"": 11, ""text"": ""pip install"", ""labels"": [""COM""]}, {""start"": 23, ""end"": 29, ""text"": ""Ascend"", ""labels"": [""TOO""]}]",1,5201,2022-09-04T07:19:01.700163Z,2022-09-04T07:19:01.700163Z,14.478
pip install /usr/local/Ascend/ascend-toolkit/latest/fwkacllib/lib64/te-*-py3-none-any.whl,7470,"[{""start"": 0, ""end"": 11, ""text"": ""pip install"", ""labels"": [""COM""]}, {""start"": 23, ""end"": 29, ""text"": ""Ascend"", ""labels"": [""TOO""]}]",1,5200,2022-09-04T07:18:46.965103Z,2022-09-04T07:18:46.965103Z,15.673
pip install /usr/local/Ascend/ascend-toolkit/latest/fwkacllib/lib64/topi-*-py3-none-any.whl,7469,"[{""start"": 0, ""end"": 11, ""text"": ""pip install"", ""labels"": [""COM""]}, {""start"": 23, ""end"": 29, ""text"": ""Ascend"", ""labels"": [""TOO""]}]",1,5199,2022-09-04T07:18:31.036439Z,2022-09-04T07:18:31.036439Z,17.236
注意：升级MindSpore Ascend版本conda安装包后请重新安装昇腾AI处理器配套软件包提供的whl包。首先卸载旧版本：,7460,"[{""start"": 37, ""end"": 49, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 52, ""end"": 55, ""text"": ""whl"", ""labels"": [""TOO""]}, {""start"": 5, ""end"": 21, ""text"": ""MindSpore Ascend"", ""labels"": [""TOO""]}, {""start"": 23, ""end"": 28, ""text"": ""conda"", ""labels"": [""TOO""]}]",1,5190,2022-09-04T07:18:06.413828Z,2022-09-04T07:18:06.413828Z,41.7
当需要升级MindSpore版本时，可执行如下命令：,7454,"[{""start"": 23, ""end"": 25, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 5, ""end"": 14, ""text"": ""MindSpore"", ""labels"": [""TOO""]}]",1,5184,2022-09-04T07:17:21.178449Z,2022-09-04T07:17:21.178449Z,13.516
"创建目录放置样例代码工程，例如`/home/HwHiAiUser/Ascend/ascend-toolkit/20.0.RC1/acllib_linux.arm64/sample/acl_execute_model/ascend310_single_op_sample`，代码可以从[官网示例下载](https://obs.dualstack.cn-north-4.myhuaweicloud.com/mindspore-website/sample_resources/ascend310_single_op_sample.zip)获取，这是一个`[1, 2, 3, 4]`与`[2, 3, 4, 5]`相加的简单样例，代码工程目录结构如下:",7411,"[{""start"": 136, ""end"": 138, ""text"": ""代码"", ""labels"": [""NOU""]}, {""start"": 150, ""end"": 266, ""text"": ""https://obs.dualstack.cn-north-4.myhuaweicloud.com/mindspore-website/sample_resources/ascend310_single_op_sample.zip"", ""labels"": [""LIN""]}]",1,5141,2022-09-04T07:16:40.253646Z,2022-09-04T07:16:40.253646Z,20.456
安装好MindSpore之后，需要导出Runtime相关环境变量，下述命令中`LOCAL_ASCEND=/usr/local/Ascend`的`/usr/local/Ascend`表示配套软件包的安装路径，需注意将其改为配套软件包的实际安装路径。,7381,"[{""start"": 19, ""end"": 26, ""text"": ""Runtime"", ""labels"": [""NOU""]}, {""start"": 28, ""end"": 32, ""text"": ""环境变量"", ""labels"": [""NOU""]}]",1,5111,2022-09-04T07:16:01.670127Z,2022-09-04T07:16:01.670127Z,19.508
在联网状态下，安装Conda安装包时会自动下载MindSpore安装包的依赖项（依赖项详情参见[setup.py](https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py)中的required_package），其余情况需自行安装。运行模型时，需要根据[ModelZoo](https://gitee.com/mindspore/models/tree/r1.7/)中不同模型指定的requirements.txt安装额外依赖，常见依赖可以参考[requirements.txt](https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt)。,7377,"[{""start"": 9, ""end"": 14, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 23, ""end"": 32, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 40, ""end"": 42, ""text"": ""依赖"", ""labels"": [""NOU""]}, {""start"": 58, ""end"": 114, ""text"": ""https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py"", ""labels"": [""LIN""]}, {""start"": 156, ""end"": 164, ""text"": ""ModelZoo"", ""labels"": [""TOO""]}, {""start"": 166, ""end"": 211, ""text"": ""https://gitee.com/mindspore/models/tree/r1.7/"", ""labels"": [""LIN""]}, {""start"": 245, ""end"": 247, ""text"": ""依赖"", ""labels"": [""NOU""]}, {""start"": 270, ""end"": 334, ""text"": ""https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt"", ""labels"": [""LIN""]}]",1,5107,2022-09-04T07:15:39.686350Z,2022-09-04T07:15:39.686350Z,72.244
确认您处于Conda虚拟环境中，并执行如下命令安装最新版本的MindSpore。如需安装其他版本，可参考[版本列表](https://www.mindspore.cn/versions)在`mindspore-ascend=`后指定版本号。,7371,"[{""start"": 21, ""end"": 23, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 30, ""end"": 39, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 53, ""end"": 55, ""text"": ""版本"", ""labels"": [""NOU""]}, {""start"": 59, ""end"": 92, ""text"": ""https://www.mindspore.cn/versions"", ""labels"": [""LIN""]}]",1,5101,2022-09-04T07:14:23.392298Z,2022-09-04T07:14:23.392298Z,35.015
如果升级了昇腾AI处理器配套软件包，配套的whl包也需要重新安装，先将原来的安装包卸载，再参考上述命令重新安装。,7363,"[{""start"": 5, ""end"": 17, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 21, ""end"": 24, ""text"": ""whl"", ""labels"": [""TOO""]}, {""start"": 49, ""end"": 51, ""text"": ""命令"", ""labels"": [""TOO""]}]",1,5093,2022-09-04T07:13:42.940109Z,2022-09-04T07:13:42.940109Z,20.783
在虚拟环境中安装昇腾AI处理器配套软件包提供的whl包，whl包随配套软件包发布，升级配套软件包之后需要重新安装。,7355,"[{""start"": 8, ""end"": 20, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 23, ""end"": 26, ""text"": ""whl"", ""labels"": [""TOO""]}]",1,5085,2022-09-04T07:13:17.175709Z,2022-09-04T07:13:17.175709Z,19.546
如果希望使用其他版本Python，只需更改以上命令中的Python版本。当前支持Python 3.7，Python 3.8和Python 3.9。,7353,"[{""start"": 23, ""end"": 25, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 27, ""end"": 33, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 40, ""end"": 47, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 47, ""end"": 50, ""text"": ""3.7"", ""labels"": [""NUM""]}, {""start"": 51, ""end"": 58, ""text"": ""Python "", ""labels"": [""TOO""]}, {""start"": 58, ""end"": 61, ""text"": ""3.8"", ""labels"": [""NUM""]}, {""start"": 69, ""end"": 72, ""text"": ""3.9"", ""labels"": [""NUM""]}, {""start"": 62, ""end"": 69, ""text"": ""Python "", ""labels"": [""TOO""]}]",1,5083,2022-09-04T07:12:55.946379Z,2022-09-04T07:12:55.946379Z,52.663
如果您希望使用Python3.7.5版本：,7346,"[{""start"": 7, ""end"": 13, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 13, ""end"": 18, ""text"": ""3.7.5"", ""labels"": [""NUM""]}]",1,5076,2022-09-04T07:11:58.718683Z,2022-09-04T07:11:58.718683Z,13.039
根据您希望使用的Python版本创建对应的Conda虚拟环境并进入虚拟环境。,7344,"[{""start"": 8, ""end"": 14, ""text"": ""Python"", ""labels"": [""TOO""]}, {""start"": 21, ""end"": 26, ""text"": ""Conda"", ""labels"": [""TOO""]}]",1,5074,2022-09-04T07:11:44.405315Z,2022-09-04T07:11:44.405315Z,20.965
- EulerOS可以使用以下命令安装。,7322,"[{""start"": 15, ""end"": 17, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 2, ""end"": 9, ""text"": ""EulerOS"", ""labels"": [""TOO""]}]",1,5052,2022-09-04T03:28:02.848513Z,2022-09-04T03:28:02.848513Z,15.406
    安装完成后，需要使用如下命令切换到GCC 7。,7316,"[{""start"": 16, ""end"": 18, ""text"": ""命令"", ""labels"": [""NOU""]}, {""start"": 21, ""end"": 25, ""text"": ""GCC "", ""labels"": [""TOO""]}, {""start"": 25, ""end"": 26, ""text"": ""7"", ""labels"": [""NUM""]}]",1,5046,2022-09-04T03:27:43.587195Z,2022-09-04T03:27:43.587195Z,22.228
安装完成后，可以为Conda设置清华源加速下载，参考[此处](https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/)。,7299,"[{""start"": 9, ""end"": 14, ""text"": ""Conda"", ""labels"": [""TOO""]}, {""start"": 16, ""end"": 19, ""text"": ""清华源"", ""labels"": [""NOU""]}, {""start"": 31, ""end"": 82, ""text"": ""https://mirrors.tuna.tsinghua.edu.cn/help/anaconda/"", ""labels"": [""LIN""]}]",1,5029,2022-09-04T03:27:09.491749Z,2022-09-04T03:27:09.491749Z,44.994
执行以下指令安装Miniconda。,7288,"[{""start"": 4, ""end"": 6, ""text"": ""指令"", ""labels"": [""NOU""]}, {""start"": 8, ""end"": 17, ""text"": ""Miniconda"", ""labels"": [""TOO""]}]",1,5018,2022-09-04T03:26:16.863862Z,2022-09-04T03:26:16.863862Z,12.107
安装包默认安装路径为`/usr/local/Ascend`。安装后确认当前用户有权限访问昇腾AI处理器配套软件包的安装路径，若无权限，需要root用户将当前用户添加到`/usr/local/Ascend`所在的用户组。,7284,"[{""start"": 37, ""end"": 39, ""text"": ""用户"", ""labels"": [""PER""]}, {""start"": 40, ""end"": 42, ""text"": ""权限"", ""labels"": [""NOU""]}, {""start"": 44, ""end"": 56, ""text"": ""昇腾AI处理器配套软件包"", ""labels"": [""TOO""]}, {""start"": 64, ""end"": 66, ""text"": ""权限"", ""labels"": [""NOU""]}, {""start"": 69, ""end"": 75, ""text"": ""root用户"", ""labels"": [""PER""]}, {""start"": 78, ""end"": 80, ""text"": ""用户"", ""labels"": [""PER""]}, {""start"": 105, ""end"": 108, ""text"": ""用户组"", ""labels"": [""PER""]}]",1,5014,2022-09-04T03:26:01.736144Z,2022-09-04T03:26:01.736144Z,96.857
详细安装方法请参考[Ascend Data Center Solution 22.0.RC1安装指引文档](https://support.huawei.com/enterprise/zh/doc/EDOC1100246310)。,7282,"[{""start"": 10, ""end"": 37, ""text"": ""Ascend Data Center Solution"", ""labels"": [""TOO""]}, {""start"": 54, ""end"": 113, ""text"": ""https://support.huawei.com/enterprise/zh/doc/EDOC1100246310"", ""labels"": [""LIN""]}, {""start"": 38, ""end"": 42, ""text"": ""22.0"", ""labels"": [""NUM""]}]",1,5012,2022-09-04T03:24:23.653305Z,2022-09-04T03:24:23.653305Z,45.282
|[gmp](#安装gmp)|6.1.2|MindSpore使用的多精度算术库|,7276,"[{""start"": 10, ""end"": 13, ""text"": ""gmp"", ""labels"": [""TOO""]}, {""start"": 15, ""end"": 20, ""text"": ""6.1.2"", ""labels"": [""NUM""]}, {""start"": 21, ""end"": 30, ""text"": ""MindSpore"", ""labels"": [""TOO""]}, {""start"": 33, ""end"": 39, ""text"": ""多精度算术库"", ""labels"": [""NOU""]}]",1,5006,2022-09-04T03:23:25.189234Z,2022-09-04T03:23:25.189234Z,27.8
