head,tail,relation,score
CMake,3.18.5,版本,0.9973703622817993
CMake,https://github.com/Kitware/CMake/releases/download/v3.18.5/cmake-3.18.5.tar.gz,使用参考,0.9570927619934082
3.18.5,https://github.com/Kitware/CMake/releases/download/v3.18.5/cmake-3.18.5.tar.gz,版本,0.9509143829345703
you,can,工具安装,0.9924863576889038
ootstrap,make,工具安装,0.9927319884300232
kdir,cmak,工具安装,0.9921781420707703
依次,输,创建或使用关联,0.9896832704544067
依次,命令,创建或使用关联,0.9896023869514465
输,命令,创建或使用关联,0.9891680479049683
ms,"-sd@mssd:~/cmake-3.18.5$ ./bootstrap
",使用参考,0.9173563122749329
CMake,suite,工具安装,0.992127537727356
CMake,maintained,工具安装,0.9927293658256531
CMake,ported,工具安装,0.9929845333099365
suite,maintained,工具安装,0.9922864437103271
suite,ported,工具安装,0.9927878975868225
maintained,ported,工具安装,0.9927419424057007
wheel,0.32.0,版本,0.9973937273025513
wheel,版本,使用安装,0.9906553626060486
in,d,工具安装,0.9885092377662659
in,ex-ur,编译安装,0.9854624271392822
d,ex-ur,编译安装,0.9868062734603882
ex-ur,"https://pypi.tuna.tsinghua.edu.cn/simple
",编译安装,0.9861536026000977
wheel,0.32.0,版本,0.9973548650741577
Package,Version,工具安装,0.9914010167121887
mpy,19.4,版本,0.9973489046096802
pip,.3.3,版本,0.9973249435424805
tool,41.2.0,版本,0.9260548949241638
wheel,2.0,版本,0.9973439574241638
patch 2.5,版本,使用安装,0.992173433303833
patch,版本,使用安装,0.9914585947990417
patch,ubuntu18.04,上面安装,0.9896434545516968
patch,.7.,版本,0.997376561164856
版本,ubuntu18.04,创建或使用关联,0.9839887022972107
ubuntu18.04,.7.,版本,0.9960395097732544
patch,2.7.6,版本,0.9973548650741577
Copyright,20,上面安装,0.9613181352615356
Copyright,reeSoftware,工具安装,0.9902923703193665
Copyright,Foundation,工具安装,0.992860734462738
20,reeSoftware,上面安装,0.9766572713851929
20,Foundation,上面安装,0.9733356833457947
reeSoftware,Foundation,工具安装,0.9875811338424683
Copyright,198,使用安装,0.991040050983429
License,GP,工具安装,0.9876584410667419
License,L,使用安装,0.983981192111969
License,http://gnu.org/licenses/gpl.html>.,使用参考,0.9724518656730652
GP,L,使用安装,0.9921369552612305
GP,http://gnu.org/licenses/gpl.html>.,使用参考,0.9714705944061279
L,http://gnu.org/licenses/gpl.html>.,详情参考,0.9032096862792969
This,is free,工具安装,0.9916993379592896
This,software,工具安装,0.9918001294136047
This,you are,工具安装,0.9919297695159912
This,free,工具安装,0.9917333126068115
This,chan,工具安装,0.992659866809845
is free,software,工具安装,0.9915354251861572
is free,you are,工具安装,0.9915721416473389
is free,free,工具安装,0.991730272769928
is free,chan,工具安装,0.9919963479042053
software,you are,工具安装,0.9916254878044128
software,free,工具安装,0.9915735125541687
software,chan,工具安装,0.992104172706604
you are,free,工具安装,0.9916328191757202
you are,chan,工具安装,0.9923646450042725
free,chan,工具安装,0.9920295476913452
There,the extent,工具安装,0.991843044757843
There,permitted,工具安装,0.991958737373352
the extent,permitted,工具安装,0.9915120005607605
NUMA ,2.0.11,版本,0.9973962306976318
NUMA ,版本,使用安装,0.9924321174621582
2.0.11,版本,版本,0.938592255115509
MindSpore,源码,使用安装,0.9900022745132446
代码,源码,创建或使用关联,0.9916641712188721
）pip3,MindSpore,工具安装,0.9926431775093079
ms,"-sd@mssd:~/mindspore$ sudodspore/output/mindspore-1.1.0-cp37-cp37m-linux_x86_64.whl
",编译安装,0.9906505346298218
mindspore,ersion,工具安装,0.9927056431770325
mindspore,版本,使用安装,0.9916636943817139
ersion,版本,使用安装,0.9891180396080017
pip方式,MindSpore,安装,0.9910474419593811
pip方式,CPU,安装,0.9910620450973511
pip方式,Nightly,安装,0.9909957051277161
MindSpore,CPU,安装,0.930579662322998
MindSpore,Nightly,安装,0.9284871220588684
MindSpore,版本,使用安装,0.9699845910072327
MindSpore,macOS,使用安装,0.9693294167518616
CPU,Nightly,安装,0.9423640370368958
CPU,版本,使用安装,0.9397828578948975
CPU,macOS,使用安装,0.9444976449012756
Nightly,版本,使用安装,0.9803339838981628
Nightly,macOS,使用安装,0.9822989106178284
版本,macOS,创建或使用关联,0.9621961712837219
pip方式,MindSpore,安装,0.9910247325897217
pip方式,CPU,安装,0.9910550117492676
pip方式,Nightly,安装,0.99105304479599
pip方式,版本,安装,0.8498489856719971
pip方式,mindspore-cpu-nightly,安装,0.9908643364906311
pip方式,macos,安装,0.8592379093170166
MindSpore,CPU,安装,0.9836111664772034
MindSpore,Nightly,安装,0.9874423146247864
MindSpore,macOS,使用安装,0.9570149183273315
MindSpore,mindspore-cpu-nightly,安装,0.990315854549408
CPU,Nightly,安装,0.9841161370277405
CPU,macOS,使用安装,0.9812770485877991
CPU,mindspore-cpu-nightly,安装,0.9900285601615906
Nightly,macOS,使用安装,0.9807495474815369
Nightly,mindspore-cpu-nightly,安装,0.9900423288345337
版本,macOS,创建或使用关联,0.9548594951629639
版本,macos,创建或使用关联,0.9557785987854004
macOS,mindspore-cpu-nightly,使用安装,0.8085736632347107
mindspore-cpu-nightly,macos,使用安装,0.8448276519775391
MindSpore,版本,使用安装,0.9925893545150757
版本,mindspore,使用安装,0.9913382530212402
https://gitee.com/mindspore/docs/blob/r1.7/install/mindspore_cpu_mac_install_pip.md,https://mindspore-website.obs.cn-north-4.myhuaweicloud.com/website-images/r1.7/resource/_static/logo_source.png,使用参考,0.8415200710296631
MindSpore,Nightly,工具安装,0.9842616319656372
MindSpore,版本,使用安装,0.987198531627655
MindSpore,用户,工具安装,0.8090012073516846
Nightly,版本,使用安装,0.9864796996116638
macO,MindSpore Nightly,使用安装,0.9846370220184326
pip方式,MindSpore Nightly,安装,0.9891457557678223
系统,芯片,创建或使用关联,0.8802814483642578
系统,Python,使用安装,0.9933598637580872
系统,版本,创建或使用关联,0.9735565185546875
芯片,Python,使用安装,0.9934549927711487
芯片,版本,创建或使用关联,0.9541822075843811
Python,版本,使用安装,0.9932253956794739
Python,macOS,使用安装,0.9933977127075195
芯片,计算架构,创建或使用关联,0.9781798124313354
芯片,macOS,创建或使用关联,0.8894554376602173
芯片,版本,创建或使用关联,0.9847152233123779
芯片,Python,使用安装,0.9932993650436401
计算架构,macOS,创建或使用关联,0.9046587944030762
计算架构,版本,创建或使用关联,0.9876859188079834
计算架构,Python,使用安装,0.993151068687439
macOS,版本,创建或使用关联,0.9693433046340942
macOS,Python,使用安装,0.9932973980903625
版本,Python,使用安装,0.9927598237991333
ARM,11.3,版本,0.9973978996276855
ARM,Python,工具安装,0.9928898811340332
ARM,3.8-3.9,版本,0.9974019527435303
11.3,Python,版本,0.9974206686019897
11.3,3.8-3.9,版本,0.9973428845405579
Python,3.8-3.9,版本,0.9974007606506348
Inte,x86_64,使用安装,0.9889360070228577
Inte,10.15,版本,0.9973957538604736
Inte,11.3,版本,0.9973992109298706
Inte,Python,工具安装,0.991473913192749
Inte,3.7-3.9,版本,0.997397780418396
x86_64,10.15,版本,0.8959593176841736
x86_64,11.3,版本,0.9083330035209656
x86_64,Python,使用安装,0.9922178983688354
x86_64,3.7-3.9,版本,0.9498481750488281
10.15,11.3,版本,0.9973847270011902
10.15,Python,版本,0.9974244832992554
10.15,3.7-3.9,版本,0.9973832964897156
11.3,Python,版本,0.997424840927124
11.3,3.7-3.9,版本,0.9973852038383484
Python,3.7-3.9,版本,0.9974143505096436
Python,版本,使用安装,0.9925748109817505
Python,3.7.5,版本,0.9967535138130188
Python,https://www.python.org/ftp/python/3.7.5/python-3.7.5-macosx10.9.pkg,使用参考,0.9532867670059204
Python,https://repo.huaweicloud.com/python/3.7.5/python-3.7.5-macosx10.9.pkg,使用参考,0.9543112516403198
3.7.5,https://www.python.org/ftp/python/3.7.5/python-3.7.5-macosx10.9.pkg,版本,0.9034284949302673
3.7.5,https://repo.huaweicloud.com/python/3.7.5/python-3.7.5-macosx10.9.pkg,版本,0.8102173209190369
https://www.python.org/ftp/python/3.7.5/python-3.7.5-macosx10.9.pkg,https://repo.huaweicloud.com/python/3.7.5/python-3.7.5-macosx10.9.pkg,使用参考,0.9316715002059937
Python,3.8.0,版本,0.9965343475341797
Python,https://www.python.org/ftp/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.9432857632637024
Python,https://repo.huaweicloud.com/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.9535938501358032
3.8.0,it,版本,0.9967003464698792
3.8.0,https://www.python.org/ftp/python/3.8.0/python-3.8.0-macosx10.9.pkg,版本,0.8936221599578857
3.8.0,https://repo.huaweicloud.com/python/3.8.0/python-3.8.0-macosx10.9.pkg,版本,0.8132871985435486
it,https://www.python.org/ftp/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.9326254725456238
it,https://repo.huaweicloud.com/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.950765073299408
https://www.python.org/ftp/python/3.8.0/python-3.8.0-macosx10.9.pkg,https://repo.huaweicloud.com/python/3.8.0/python-3.8.0-macosx10.9.pkg,使用参考,0.930982232093811
Python,3.9.0,版本,0.9967393279075623
Python,https://www.python.org/ftp/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9452368021011353
Python,https://repo.huaweicloud.com/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9538140892982483
3.9.0,it,版本,0.9969092011451721
3.9.0,https://www.python.org/ftp/python/3.9.0/python-3.9.0-macosx10.9.pkg,版本,0.8960474729537964
3.9.0,https://repo.huaweicloud.com/python/3.9.0/python-3.9.0-macosx10.9.pkg,版本,0.81415194272995
it,https://www.python.org/ftp/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9334765076637268
it,https://repo.huaweicloud.com/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9506275057792664
https://www.python.org/ftp/python/3.9.0/python-3.9.0-macosx10.9.pkg,https://repo.huaweicloud.com/python/3.9.0/python-3.9.0-macosx10.9.pkg,使用参考,0.9317029714584351
命令,MindSpore,使用安装,0.9932705760002136
pip installhttps://py,"pi.tuna.tsinghua.edu.cn/simple
",编译安装,0.9663769602775574
whl,mindspore,工具安装,0.9800223112106323
whl,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,使用参考,0.8586536049842834
whl,ModelZoo,工具安装,0.9869153499603271
whl,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9675371646881104
whl,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8800773620605469
mindspore,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,使用参考,0.8284145593643188
mindspore,ModelZoo,工具安装,0.9852802157402039
mindspore,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9695768356323242
mindspore,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.864882230758667
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.9887551069259644
安装包,ModelZoo,使用安装,0.8415986895561218
安装包,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.977156400680542
安装包,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9888744354248047
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,详情参考,0.9884582161903381
依赖,https://gitee.com/mindspore/models/tree/r1.7/,详情参考,0.9816815257072449
依赖,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,详情参考,0.9890538454055786
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,ModelZoo,使用参考,0.896672785282135
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.9557470083236694
https://gitee.com/mindspore/mindspore/blob/r1.7/setup.py,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9023281931877136
ModelZoo,https://gitee.com/mindspore/models/tree/r1.7/,使用参考,0.968097448348999
ModelZoo,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.8968804478645325
https://gitee.com/mindspore/models/tree/r1.7/,https://gitee.com/mindspore/mindspore/blob/r1.7/requirements.txt,使用参考,0.9126293659210205
pip,版本,使用安装,0.9907206296920776
pip,Nightly,工具安装,0.9899077415466309
pip,MindSpore,工具安装,0.9903249740600586
版本,Nightly,使用安装,0.9927287101745605
版本,MindSpore,使用安装,0.9927155375480652
Nightly,MindSpore,工具安装,0.9914689064025879
MindSpore,version,工具安装,0.9924445748329163
MindSpore,版本,使用安装,0.9908835291862488
version,版本,使用安装,0.9850990772247314
MindSpore,版本,使用安装,0.9920803904533386
MindSpore,版本,使用安装,0.9925768971443176
MindSpore,命令,使用安装,0.9912053942680359
版本,命令,创建或使用关联,0.9892376661300659
版本,1.5.0,版本,0.9814527034759521
Docker方式,MindSpore CPU,安装,0.9908502101898193
MindSpore CPU,版本,使用安装,0.9513590931892395
Docker方式,MindSpore CPU,安装,0.9910659193992615
Docker方式,版本,安装,0.8627959489822388
Docker方式,mindspore-cpu,安装,0.9910233020782471
MindSpore CPU,docker方式,安装,0.9910100698471069
MindSpore CPU,mindspore-cpu,安装,0.9905712604522705
版本,docker方式,安装,0.8771994113922119
docker方式,mindspore-cpu,安装,0.9909928441047668
MindSpore,镜像,使用安装,0.9932506680488586
mindspore,镜像,使用安装,0.992715060710907
https://gitee.com/mindspore/docs/blob/r1.7/install/mindspore_cpu_install_docker.md,https://mindspore-website.obs.cn-north-4.myhuaweicloud.com/website-images/r1.7/resource/_static/logo_source.png,使用参考,0.8612870573997498
Docker,https://docs.docker.com/get-docker/,使用参考,0.9439358711242676
Docker,容器引擎,使用安装,0.9884691834449768
Docker,依赖,使用安装,0.9846828579902649
Docker,容器,使用安装,0.9881877303123474
Docker,MindSpore,工具安装,0.9458358883857727
Docker,系统环境,使用安装,0.9213781356811523
https://docs.docker.com/get-docker/,容器引擎,详情参考,0.923235297203064
https://docs.docker.com/get-docker/,开发者,使用参考,0.9027231335639954
https://docs.docker.com/get-docker/,依赖,详情参考,0.913447916507721
https://docs.docker.com/get-docker/,容器,详情参考,0.9334470629692078
https://docs.docker.com/get-docker/,MindSpore,使用参考,0.9430169463157654
https://docs.docker.com/get-docker/,系统环境,详情参考,0.801724910736084
容器引擎,开发者,使用安装,0.8669133186340332
容器引擎,依赖,创建或使用关联,0.8741089105606079
容器引擎,容器,创建或使用关联,0.827953040599823
容器引擎,MindSpore,使用安装,0.9845103621482849
容器引擎,系统环境,创建或使用关联,0.9704691171646118
开发者,容器,使用安装,0.8676846027374268
依赖,容器,创建或使用关联,0.8862603306770325
依赖,MindSpore,使用安装,0.9890585541725159
依赖,系统环境,创建或使用关联,0.985077440738678
容器,MindSpore,使用安装,0.9897812604904175
容器,系统环境,创建或使用关联,0.9750064015388489
MindSpore,系统环境,使用安装,0.9439614415168762
CPU,Linux,上面安装,0.9745502471923828
CPU,Docker方式,安装,0.9887757301330566
CPU,MindSpore,安装,0.9700585007667542
Linux,Docker方式,安装,0.9124094843864441
Linux,MindSpore,安装,0.8708738684654236
Docker方式,MindSpore,安装,0.9898194670677185
MindSpore,Docker,工具安装,0.9898805618286133
MindSpore,https://support.huaweicloud.com/swr/index.html,使用参考,0.9729557037353516
Docker,https://support.huaweicloud.com/swr/index.html,使用参考,0.9725359678268433
 CPU,mindspore,工具安装,0.9925621151924133
 CPU,mindspore-cpu,工具安装,0.9927948117256165
 CPU,版本,使用安装,0.9861176609992981
 CPU,环境,使用安装,0.9767658710479736
mindspore,mindspore-cpu,工具安装,0.9919880628585815
mindspore,CPU,工具安装,0.9927417039871216
mindspore,版本,使用安装,0.9783777594566345
mindspore,环境,使用安装,0.9605668187141418
mindspore-cpu,CPU,工具安装,0.9928849339485168
mindspore-cpu,环境,使用安装,0.8458780646324158
CPU,版本,使用安装,0.9861176609992981
CPU,环境,使用安装,0.9767658710479736
版本,环境,创建或使用关联,0.9898439645767212
devel,环境,使用安装,0.9788836240768433
devel,MindSpore,工具安装,0.9914968609809875
devel,CPU,工具安装,0.9891852140426636
devel,https://www.mindspore.cn/install,使用参考,0.9702575206756592
环境,MindSpore,使用安装,0.9920193552970886
环境,CPU,使用安装,0.9918566942214966
环境,https://www.mindspore.cn/install,详情参考,0.9397339820861816
MindSpore,CPU,工具安装,0.9914273023605347
MindSpore,https://www.mindspore.cn/install,使用参考,0.9685258865356445
CPU,https://www.mindspore.cn/install,使用参考,0.968496561050415
runtime,MindSpore,工具安装,0.9930029511451721
runtime,二进制包,使用安装,0.9923221468925476
runtime,CPU,工具安装,0.992701530456543
MindSpore,二进制包,使用安装,0.992586076259613
MindSpore,CPU,工具安装,0.9930661916732788
二进制包,CPU,使用安装,0.9929457306861877
MindSpore,版本,使用安装,0.9927290081977844
MindSpore,1.1.0,版本,0.9974006414413452
MindSpore,版,版本,0.9973903298377991
MindSpore,本,使用安装,0.9928130507469177
版本,1.1.0,版本,0.9728221893310547
版本,版,版本,0.9312784671783447
版本,本,创建或使用关联,0.9865938425064087
1.1.0,版,版本,0.9972878694534302
1.1.0,本,版本,0.9635758399963379
版,本,版本,0.959274172782898
x86架构,64,创建或使用关联,0.9600671529769897
x86架构,Linux,创建或使用关联,0.8432595729827881
x86架构,Ubuntu 18.04,创建或使用关联,0.9401965141296387
64,Linux,上面安装,0.9871401190757751
64,Ubuntu 18.04,上面安装,0.9869102835655212
Linux,Ubuntu 18.04,上面安装,0.9871795773506165
Docker,18.03,版本,0.9973837733268738
Docker,版本,使用安装,0.9906222224235535
Docker,https://docs.docker.com/get-docker/,使用参考,0.9728485941886902
18.03,版本,版本,0.9654436111450195
版本,https://docs.docker.com/get-docker/,详情参考,0.9112825393676758
CPU,命令,使用安装,0.9901221394538879
CPU,镜像,使用安装,0.9931436777114868
命令,镜像,创建或使用关联,0.9891331791877747
命令,Docker,使用安装,0.9933300614356995
MindSpore,容器,使用安装,0.9924803972244263
MindSpore,Docker,工具安装,0.9930586814880371
MindSpore,Python,工具安装,0.992982029914856
MindSpore,代码,使用安装,0.9904128909111023
MindSpore,输出,使用安装,0.992659866809845
容器,Docker,使用安装,0.9933167695999146
容器,Python,使用安装,0.9932000041007996
容器,代码,创建或使用关联,0.985870897769928
容器,输出,创建或使用关联,0.9517608880996704
Docker,Python,工具安装,0.9930351972579956
Docker,代码,使用安装,0.9916368126869202
Docker,输出,使用安装,0.9930720925331116
Python,代码,使用安装,0.991526186466217
Python,输出,使用安装,0.9930041432380676
代码,输出,创建或使用关联,0.9715623259544373
MindSpore,version,工具安装,0.9924445748329163
MindSpore,版本,使用安装,0.9908835291862488
version,版本,使用安装,0.9850990772247314
Docker方式,MindSpore CPU,安装,0.9905994534492493
MindSpore CPU,版本,使用安装,0.9922078251838684
mport,mpy,工具安装,0.9923591017723083
por,mindspore,工具安装,0.992493212223053
por,context,工具安装,0.9927132725715637
mindspore,context,工具安装,0.9926459789276123
mindspore,poTensor,工具安装,0.9908376336097717
Tensor,p.one,工具安装,0.9928820133209229
Tensor,one,工具安装,0.9930251836776733
Docker方式,MindSpore CPU,安装,0.9905994534492493
MindSpore CPU,版本,使用安装,0.9922078251838684
标签,容器,创建或使用关联,0.9614003300666809
标签,MindSpore,使用安装,0.9933659434318542
容器,MindSpore,使用安装,0.9933972358703613
MindSpore,硬件,使用安装,0.9910089373588562
MindSpore,容器,使用安装,0.9917101263999939
MindSpore,pip方式,安装,0.9807897210121155
MindSpore,版本,使用安装,0.9830569624900818
https://www.mindspore.cn/install,硬件,详情参考,0.9102038741111755
https://www.mindspore.cn/install,容器,详情参考,0.9411361217498779
https://www.mindspore.cn/install,版本,详情参考,0.9251787662506104
CPU,硬件,使用安装,0.9903697371482849
CPU,pip,安装,0.8722959756851196
CPU,容器,使用安装,0.991647481918335
CPU,pip方式,安装,0.982612133026123
CPU,MindSpore CPU,安装,0.8706510663032532
CPU,版本,使用安装,0.9841368198394775
硬件,pip,使用安装,0.9871044158935547
硬件,MindSpore CPU,使用安装,0.9882793426513672
硬件,版本,创建或使用关联,0.8158369660377502
Linux-x86_64,pip,安装,0.9024378061294556
Linux-x86_64,pip方式,安装,0.9579129219055176
Linux-x86_64,MindSpore CPU,安装,0.9041076302528381
pip,容器,使用安装,0.9889267683029175
pip,pip方式,安装,0.9828132390975952
pip,MindSpore CPU,安装,0.9617835879325867
pip,版本,使用安装,0.9521392583847046
容器,MindSpore CPU,使用安装,0.9907658100128174
pip方式,MindSpore CPU,安装,0.986060619354248
MindSpore CPU,版本,使用安装,0.9678027033805847
标签,容器,创建或使用关联,0.9704682230949402
标签,MindSpore,使用安装,0.9932847023010254
容器,MindSpore,使用安装,0.9933620691299438
MindSpore,硬件,使用安装,0.9913028478622437
MindSpore,容器,使用安装,0.9914673566818237
MindSpore,代码,使用安装,0.9822892546653748
MindSpore,源码编译方式,安装,0.9831222891807556
MindSpore,MindSpore CPU,安装,0.8194778561592102
MindSpore,版本,使用安装,0.9866456389427185
https://www.mindspore.cn/install,硬件,详情参考,0.892040491104126
https://www.mindspore.cn/install,容器,详情参考,0.9230960607528687
https://www.mindspore.cn/install,代码,详情参考,0.8730205297470093
https://www.mindspore.cn/install,版本,详情参考,0.8655170202255249
CPU,硬件,使用安装,0.9909958243370056
CPU,容器,使用安装,0.9913507699966431
CPU,代码,使用安装,0.9831618070602417
CPU,源码编译方式,安装,0.9845897555351257
CPU,MindSpore CPU,安装,0.8983465433120728
CPU,版本,使用安装,0.9865725040435791
硬件,Source,使用安装,0.9917572140693665
硬件,代码,创建或使用关联,0.8353564739227295
硬件,MindSpore CPU,使用安装,0.9868475794792175
Linux-x86_64,源码编译方式,安装,0.9785563945770264
Linux-x86_64,MindSpore CPU,安装,0.9553117752075195
Source,容器,使用安装,0.9913367033004761
Source,代码,使用安装,0.9832126498222351
Source,源码编译方式,安装,0.9844757914543152
Source,MindSpore CPU,安装,0.8861486315727234
Source,版本,使用安装,0.9866210222244263
容器,MindSpore CPU,使用安装,0.9857448935508728
代码,MindSpore CPU,使用安装,0.9839218854904175
代码,版本,创建或使用关联,0.8764621019363403
源码编译方式,MindSpore CPU,安装,0.986547589302063
MindSpore CPU,版本,使用安装,0.9773347973823547
MindSpore,Docker,工具安装,0.9817913770675659
MindSpore,镜像,使用安装,0.9922857284545898
MindSpore,https://gitee.com/mindspore/mindspore/blob/r1.7/scripts/docker/README.md,使用参考,0.9721531867980957
Docker,镜像,使用安装,0.9916029572486877
Docker,https://gitee.com/mindspore/mindspore/blob/r1.7/scripts/docker/README.md,使用参考,0.9714393615722656
镜像,https://gitee.com/mindspore/mindspore/blob/r1.7/scripts/docker/README.md,详情参考,0.9781650900840759
Co,n,安装,0.9910750389099121
Co,da方式,安装,0.9905421137809753
Co,MindSpore CPU,安装,0.9910507202148438
n,da方式,安装,0.9909481406211853
n,MindSpore CPU,安装,0.9212344288825989
n,版本,使用安装,0.9697732925415039
da方式,MindSpore CPU,安装,0.9909537434577942
MindSpore CPU,版本,使用安装,0.9513590931892395
Co,n,安装,0.9911389946937561
Co,da方式,安装,0.9907446503639221
Co,MindSpore CPU,安装,0.9911182522773743
Co,conda方式,安装,0.9907378554344177
Co,mindspore-cpu,安装,0.9910049438476562
n,da方式,安装,0.9910464882850647
n,MindSpore CPU,安装,0.9908297061920166
n,conda方式,安装,0.9910070300102234
n,mindspore-cpu,安装,0.9906514883041382
da方式,MindSpore CPU,安装,0.9911012053489685
da方式,版本,安装,0.8864852786064148
da方式,conda方式,安装,0.9906919598579407
da方式,mindspore-cpu,安装,0.9910191893577576
MindSpore CPU,conda方式,安装,0.9909949898719788
MindSpore CPU,mindspore-cpu,安装,0.9909418225288391
版本,conda方式,安装,0.8897086977958679
conda方式,mindspore-cpu,安装,0.9910086989402771
GCC,gmp,工具安装,0.9929106831550598
gmp,gcc,工具安装,0.9926924109458923
Conda,虚拟环境,使用安装,0.9855912923812866
虚拟环境,conda,使用安装,0.9867563247680664
MindSpore,版本,使用安装,0.9925893545150757
版本,mindspore,使用安装,0.9913382530212402
https://gitee.com/mindspore/docs/blob/r1.7/install/mindspore_cpu_install_conda.md,https://mindspore-website.obs.cn-north-4.myhuaweicloud.com/website-images/r1.7/resource/_static/logo_source.png,使用参考,0.8549917340278625
Conda,https://docs.conda.io/en/latest/,使用参考,0.9706856608390808
Conda,包管理与环境管理系统,使用安装,0.8675264120101929
Conda,版本,使用安装,0.9442514181137085
Conda,二进制软件包,使用安装,0.8855320811271667
https://docs.conda.io/en/latest/,用户,使用参考,0.9305105209350586
https://docs.conda.io/en/latest/,版本,详情参考,0.9325827360153198
https://docs.conda.io/en/latest/,二进制软件包,详情参考,0.8538574576377869
包管理与环境管理系统,版本,创建或使用关联,0.9110970497131348
包管理与环境管理系统,二进制软件包,创建或使用关联,0.8313735127449036
版本,二进制软件包,创建或使用关联,0.8126899003982544
CPU,Linux,上面安装,0.9885088801383972
CPU,Conda方式,安装,0.9769824743270874
CPU,Ubuntu 18.04,上面安装,0.9807760715484619
Linux,Conda方式,安装,0.8155917525291443
Linux,Ubuntu 18.04,上面安装,0.9817967414855957
Conda方式,MindSpore,安装,0.9904049634933472
Conda方式,Ubuntu 18.04,安装,0.9497203230857849
MindSpore,Ubuntu 18.04,上面安装,0.9890158772468567
Ubuntu 18.04,Conda,上面安装,0.8477636575698853
Ubuntu 18.04,MindSpore,上面安装,0.8639352917671204
Ubuntu 18.04,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-conda.sh,使用参考,0.8007014393806458
Ubuntu 18.04,依赖,使用安装,0.8137272000312805
Conda,MindSpore,工具安装,0.99162358045578
Conda,脚本,使用安装,0.9917028546333313
Conda,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-conda.sh,使用参考,0.8735122680664062
Conda,依赖,使用安装,0.9917160868644714
MindSpore,脚本,使用安装,0.9917055368423462
MindSpore,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-conda.sh,使用参考,0.8713764548301697
MindSpore,依赖,使用安装,0.9919271469116211
脚本,https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-conda.sh,详情参考,0.9885663390159607
https://gitee.com/mindspore/mindspore/raw/r1.7/scripts/install/ubuntu-cpu-conda.sh,依赖,详情参考,0.982282280921936
系统,依赖,创建或使用关联,0.864201009273529
系统,Conda,使用安装,0.9929763078689575
系统,GCC,使用安装,0.9929715991020203
依赖,Conda,使用安装,0.9932106137275696
依赖,GCC,使用安装,0.9932103753089905
脚本,软件源,创建或使用关联,0.9565237164497375
脚本,依赖,创建或使用关联,0.9608457684516907
脚本,r,创建或使用关联,0.92118901014328
脚本,ot权限,创建或使用关联,0.9109775424003601
脚本,命令,创建或使用关联,0.9818524718284607
脚本,MindSpore,使用安装,0.992953360080719
脚本,1.6.0,版本,0.96599280834198
软件源,依赖,创建或使用关联,0.9472306966781616
软件源,r,创建或使用关联,0.9436541795730591
软件源,命令,创建或使用关联,0.9747670292854309
软件源,MindSpore,使用安装,0.9926413893699646
软件源,1.6.0,版本,0.9625727534294128
APT,1.6.0,版本,0.9967876672744751
依赖,命令,创建或使用关联,0.9698675870895386
依赖,MindSpore,使用安装,0.9900819659233093
依赖,1.6.0,版本,0.9692395925521851
r,ot权限,创建或使用关联,0.8160873651504517
r,命令,创建或使用关联,0.9604092240333557
r,MindSpore,使用安装,0.9919929504394531
r,1.6.0,版本,0.9758005738258362
o,MindSpore,工具安装,0.9617756009101868
o,1.6.0,版本,0.9962426424026489
ot权限,命令,创建或使用关联,0.939486026763916
ot权限,MindSpore,使用安装,0.9749422669410706
ot权限,1.6.0,版本,0.9727039933204651
命令,MindSpore,使用安装,0.9919719696044922
